row_number,source,author,title,description,url,category,coverage
155,Business Insider,Shubhangi Goel,BlackRock's Larry Fink says the US election 'really doesn't matter' for markets,"The CEO leads the world's largest asset manager, which has come under scrutiny from Republicans.",https://www.businessinsider.com/larry-fink-us-election-no-impact-markets-long-term-2024-10,Technology and Media,Neutral
163,Business Insider,Bryan Metzger,Elon Musk has spent more than $130 million on Trump and the GOP this year,"After pouring an additional $43.6 million into his pro-Trump super PAC, Elon Musk is now the ex-president's second largest financial backer.",https://www.businessinsider.com/elon-musk-trump-gop-spending-130-million-2024-10,Technology and Media,Neutral
195,Time,Christopher Palmeri and Hannah Miller / Bloomberg,Jeff Bezos Says Washington Post Withheld Endorsement to Address ‘Credibility Gap’,"The decision set off a firestorm of criticism, internal resignations, and reportedly the cancellation of some 200,000 of the paper’s subscribers.",https://time.com/7113703/jeff-bezos-washington-post-trump-harris-endorsement-explanation-lost-subscribers/,Technology and Media,Neutral
202,ABC News,"Luke Barr, Katherine Faulders, John Santucci","Chinese hackers believed to have targeted Trump, Vance cellphones: Sources","Chinese hackers believed to have targeted Trump, Vance cell phones, according to reports.",https://abcnews.go.com/Politics/chinese-hackers-believed-targeted-trump-vance-cell-phones/story?id=115158629,Technology and Media,Neutral
305,ABC News,ABC News,"WATCH: Florida’s 'serial killer' python population is swallowing deer, gators",Invasive Burmese pythons have been linked to declines in the Florida Everglades’ mammal population.,https://abcnews.go.com/US/video/floridas-serial-killer-python-population-swallowing-deer-gators-115296009,Technology and Media,Neutral
333,ABC News,Julia Reinstein,Teen with machete arrested for voter intimidation at polling place,An 18-year-old was arrested outside a Florida polling location Tuesday after police said he wielded a machete in order to intimidate voters.,https://abcnews.go.com/US/florida-teen-machete-arrested-voter-intimidation-polling-place/story?id=115310490,Technology and Media,Neutral
335,ABC News,Peter Charalambous,Kentucky election officials push back on viral 'vote-switching' video,Officials in Kentucky are pushing back on unfounded allegations of voter fraud after a social media video showed an apparent technical glitch on a ballot-marking machine.,https://abcnews.go.com/US/kentucky-election-officials-push-back-viral-vote-switching/story?id=115410287,Technology and Media,Neutral
361,Business Insider,"Alcynna Lloyd,Jordan Pandy",Some Americans think moving to Canada will solve all their problems. But Canada has its own issues.,"Americans are increasingly Googling ""moving to Canada"" in the run-up to Election Day.",https://www.businessinsider.com/moving-to-canada-from-us-pros-cons-heathcare-home-prices,Technology and Media,Negative
408,ABC News,JILL COLVIN Associated Press,Trump is using election lies to lay the groundwork for challenging 2024 results,Donald Trump has spent months laying the groundwork to challenge the results of the 2024 election if he loses,https://abcnews.go.com/Politics/wireStory/trump-election-lies-lay-groundwork-challenging-2024-results-115419956,Technology and Media,Neutral
418,Al Jazeera English,John Power,"What Joe Rogan, Washington Post dramas say about the US election and media","Trump and Harris have both shunned newspapers in favour of podcasts, highlighting media's struggle for relevance.",https://www.aljazeera.com/economy/2024/10/31/what-joe-rogan-washington-post-dramas-say-about-the-us-election-and-media,Technology and Media,Neutral
423,ABC News,"Devin Dwyer, Sarah Herndon",AI deepfakes a top concern for election officials with voting underway,"State election officials in political battleground states say they are bracing for the unpredictable and emergent threat posed by artificial intelligence, or AI.",https://abcnews.go.com/Politics/ai-deepfakes-top-concern-election-officials-voting-underway/story?id=114202574,Technology and Media,Neutral
431,Al Jazeera English,Al Jazeera,"Chinese hackers target Trump, Vance and Harris campaign phones: US media",FBI is investigating alleged access to cellphone networks by people associated with Beijing.,https://www.aljazeera.com/news/2024/10/26/chinese-hackers-target-trump-vance-and-harris-campaign-phones-us-media,Technology and Media,Neutral
